ACRNM__C,ABBREVIATION__C,BILLINGCITY,BILLINGCOUNTRY,BILLINGPOSTALCODE,BILLINGSTATE,BILLINGSTREET,ID,INSTITUTION_SUB_TYPE__C,INSTITUTION_TYPE__C,NAME,OPPORTUNITIES__C,PHONE,PUBLIC_PRIVATE_SECTOR__C,RELATIONSHIP_WITH_THE_BANK__C,TYPE,WEBSITE
US-WWB,WWBCP,New York,United States,10168,New York,122 42nd st,0011I00000cijCFQAY,,Business,"Wwb Isis Fund, L.p.",0,2125563153,Private Sector,,,http://www.womensworldbanking.org/about-us/womens-world-banking-capital-partners/
US-WWW,WWB Headquarters,New York,United States,NY 10018,New York,"8 West 40th Street, 9th Floor",0011I00000ciiySQAQ,,,Stichting To Promote Women´s World Banking,0,12127688513,Private Sector,,,http://www.womensworldbanking.org/
US-YBI,,Somerville,United States,MA 02144,Massachusetts,58 Day Street,0011I00000cijAYQAY,,,Youthbuild International,0,6176239900,Private Sector,,,http://youthbuildinternational.org/
VE-ACAA,ACAMBAR,Barcelona,Venezuela,,,"CALLE SUCRE, CENTRO EMPRESARIAL EUGENIA,MEZZANINNA A, LOCAL 10",0011I00000cik6EQAQ,,Financial Institution,Asociacion Civil para el Apoyo de la Microempresa de Barcelona,0,,Private Sector,,,
VE-ACAC,,Valencia,Venezuela,,,"AVENIDA LIBERTAD CON MONTES DE OCA,EDIFICIO TACARIGUA, PISO 1, OFICINA 15",0011I00000cik6IQAQ,,Business,Asociacion Civil para el Apoyo de la Microempresa de Valencia,0,,Private Sector,,,
VE-ACAL,,Barquisimeto,Venezuela,,,"CARRERA 18, ESQUINA CALLE 23, EDIFICIOCENTRO EMPRESARIAL, PISO 3, OFICINA 5",0011I00000cik6FQAQ,,Business,Asociacion Civil para el Apoyo de la Microempresa de Lara,0,,Private Sector,,,
VE-ACAM,,Maracaibo,Venezuela,,,"AVENIDA EL MILAGRO, CAMARA DE COMERCIODE MARACAIBO, LOCAL 3",0011I00000cik6GQAQ,,Business,Asociacion Civil de Apoyo a la Microempresa Capitulo de Maracaibo,0,,Private Sector,,,
VE-ACAT,,San Cristóbal,Venezuela,,,"SEPTIMA AVENIDA, TORRE UNION, PISO 3OFICINA 3F",0011I00000cik6HQAQ,,Business,Asociacion Civil para el Apoyo de la Microempresa de San Cristobal,0,,Private Sector,,,
VE-ACCION CAMPESINA,,Los Teques,Venezuela,1201,,"CALLE AYACUCHO Nº 52. QUINTA ACCIÓN CAMP, ESINA (AL LADO DEL EDIFICIO RADIO MIRAESINA (AL LADO DEL EDIFICIO RADIO MIRA",0011I00000cikXSQAY,,,Asociación Civil Acción Campesina,0,5.82123E+11,Private Sector,,,http://www.portalmicrofinanzas.org/p/site/s/template.rc/1.11.97416/
VE-ACCNP,,Valencia,Venezuela,,,"CALLE ROSCIO, ENTRE MARTIN TOVAR Y 5 DEJULIO, BARRIO LOS TALADROS NO. 95-95",0011I00000cik5bQAA,,Business,Asociacion Civil Casa del Nuevo Pueblo,0,,Private Sector,,,
VE-ACCO,,Barquisimeto,Venezuela,,,"CARRERA 16 ENTRE 33 Y 34, NO. 33-53",0011I00000cik5cQAA,,Business,Asociacion Civil Con Centro Occidente,0,,Private Sector,,,
VE-ACCP,,Barcelona,Venezuela,,,"CALLE NO. 9, CASA ""EL PARAGUERO""COLINAS DEL NEVERI",0011I00000cik69QAA,,Business,Asociacion Civil Centro el Paraguero,0,5.80281E+12,Private Sector,,,
VE-ACETACLA,,Cumaná,Venezuela,,,"CALLE 5, ENTRE CARRERAS 4 Y 5, AL LADO DE LA COMANDANCIA DE LA POLICÍA, 2DO PISO",0011I00000cikKTQAY,,Business,Asociación Civil Escuela Técnica de Agricultura ¿Crisanto Lacruz¿,0,0257-8821176,Private Sector,,,
VE-ACNA,,San Francisco,Venezuela,,,"4004 San FranciscoCALLES 13 Y 14, NO. 13-09",0011I00000cik5aQAA,,,Asociacion Civl Nuevo Amanecer,0,5.82617E+11,Private Sector,,,
VE-ACOINVA,ACOINVA,Valera,Venezuela,,,"Valera, Venezuela SECTOR LAS ACACIAS, ALTOS DE CELICA. VALERA",0011I00000cikWwQAI,,,Asociacion de Comerciantes e Industriales de Valera,0,5.80271E+12,Private Sector,,,http://acoinva.net/ /http://asociaciondecomerciantes.blogspot.pt/
VE-ACP,,Maracay,Venezuela,,,"URBANIZACION EL HIPODROMOCALLE SAN IGNACIO, INMUEBLE NO. 80",0011I00000cik6DQAQ,,Business,Asociacion Civil el Portachuelo,0,,Private Sector,,,
VE-ACTP,,Caracas,Venezuela,1060,,"Av. Francisco de Miranda, Torre Seguros Adriática, Piso 1, Of. 14., PISO 1, OFICINA 14.",0011I00000cikf8QAA,,,Asociacion Civil Trabajo y Persona,0,5.82123E+11,Private Sector,,,http://www.trabajoypersona.org
VE-ACU,,Mérida,Venezuela,,,"Av. Principal Los Sauzales, Vereda 2, Casa Número 8VEREDA 2, NO. 8",0011I00000cik5ZQAQ,,,Asociacion Civil Uniandes,0,5.80274E+12,Private Sector,,,Page not available: www.uniandesmerida.org
VE-BANAGE,BANAUGE,Caracas,Venezuela,1010a,,"Avenida Baralt Norte, San José del Avila, Edf GS CESAP PBAVILA, EDIFICIO GRUPO SOCIAL CESAP,",0011I00000cik5YQAQ,,,Asociacion Civil Banauge,0,5.82129E+11,Private Sector,,,http://www.banauge.org/contactanos.php
VE-BANGENTE,BANGENTE,Sucre,Venezuela,,,"Centro Rental de la Universidad Metropolitana (Centromet), Edificio No. 1, Planta Baja, entrada Oeste Urb. Terrazas del AvilaLos Dos Caminos,  Municipio Sucre. Caracas",0011I00000cikIKQAY,,Financial Institution,Bangente,0,5.82126E+11,Private Sector,,,http://www.bangente.com.ve/
VE-BOLPRIAVEN,,Caracas,Venezuela,,,"Av. Francisco De Miranda, Edificio Pque Cristal Ala Este, Piso 4, Oficina 4-12, Urbanización Los Palos Grandes",0011I00000cikJkQAI,,,Bolsa de Productos e Insumos Agropecuarios de Venezuela,0,5.82123E+11,Private Sector,,,Page not available: www.bolpriaven.com
VE-CCC,,Caracas,Venezuela,,,"Calle Andres Eloy Blanco, No. 215. Los Caobos, Edf. Camara de Comercio de CaracasEdf. Camara de Comercio de Caracas",0011I00000cikJ0QAI,Business Association/Chamber,Business,Camara de Comercio de Caracas,0,5.82126E+11,Private Sector,,,camaradecaracas.com
VE-CEPAI,,Caracas,Venezuela,30025,,"EDIFICIO JESUS OBRERO, CALLE REAL DE LAS, FLORES DE CATIA, APARTADO POSTAL 30025FLORES DE CATIA, APARTADO POSTAL 30025",0011I00000cik5IQAQ,,,Centro de Educacion y Promocion de la Autogestion Indigena,0,,Private Sector,,,page not found
VE-CESAP,CESAP,Caracas,Venezuela,1010,,"San José del Ávila a San Isidro Edif. Grupo Social CESAP, APARTADO POSTAL 4240APARTADO POSTAL 4240",0011I00000cikRhQAI,,,Centro al Servicio de la Accion Popular,0,5808623396,Private Sector,,,http://www.gruposocialcesap.org
VE-CIRCUITODE,ASCEX,Caracas,Venezuela,1060,,"Edificio Serinco Piso 1 Oficina Circuito, Urbanización San Marino. Mun. Chacao. Edo. MirandaUrbanización San Marino Chacao Caracas-Venezuela",0011I00000cikP7QAI,,,"Asociación Civil ""Circuito de la Excelencia""",0,5.80212E+12,Private Sector,,,http://www.circuitodelaexcelencia.com/contacto/
VE-CISOR,,Caracas,Venezuela,1010,,"Urbanización La Paz, Av. A con Calle 1, Quinta Yoly Allys, El Paraíso- Apartado 5894LA PAZ, EL PARAÍSO",0011I00000cikL0QAI,,Academic Institution,Centro de Investigación Social,0,5.82125E+11,Private Sector,,,http://www.cisor.org.ve/
VE-COINDUSTRIA,CONINDUSTRIA,Caracas,Venezuela,1061,,"Av. Principal de Chuao, Edif. Ciemi, sede CONINDUSTRIA, Urb. ChuaoEdif. Ciemi, sede CONINDUSTRIA, Urb. Chuao",0011I00000cikIDQAY,Business Association/Chamber,Business,Confederacion Venezolana de Industriales,0,5.8213E+11,Private Sector,,,http://www.conindustria.org/
VE-CORDIPLAN,,Caracas,Venezuela,,,"TORRE OESTE, PARQUE CENTRAL",0011I00000cikIMQAY,,Government,Oficina de Coordinacion y Planificacion de la Presidencia de la Republica,0,,Public Sector,,,
VE-CVG,,Puerto Ordaz,Venezuela,8050,,"Avenida Guayana con Carrera Cuchivero, Edificio Sede CVG, AltavistaSEGUROS PISO 2, CHUAO",0011I00000cikICQAY,,Business,Corporacion Venezolana de Guayana,0,5.80287E+12,Public Sector,,,http://www.cvg.com/
VE-DGSS,IVSS,Caracas,Venezuela,1010,,"Esq. Altagracia, Edificio Ibarra - Ivss, Urbanización Altagracia, (detras del Banco Venezuela)(detras del Banco Venezuela)",0011I00000cikIJQAY,,Government,"Direccion General de Seguridad Social, Venezuela",0,5.82128E+11,Public Sector,,,www.ivss.gov.ve
VE-FEM,FEM,Caracas,Venezuela,,,"AVENIDA ANDRES BELLO, EDIFICIO LAS, FUNDACIONES, PISO 9FUNDACIONES, P.B., LOCAL 7",0011I00000cik5JQAQ,,Foundation,Fundacion Eugenio Mendoza,0,5.82126E+11,Private Sector,,,http://www.fundacioneugeniomendoza.org.ve/site/quienes-somos.html;http://www.idealist.org/view/org/sxG6pkmFhjjd/?orgs_view=funders&orgs_page=1
VE-FEP,,Caracas,Venezuela,1070,,"4a. Transversal, Av. Los Cortijos de Lourdes, Edf. Fundacion, Empresas Polar, 1er. piso. Apto Postal 70934Empresas Polar, 1er. piso. Apto Postal 70934",0011I00000cikKSQAY,,Foundation,Fundación Empresas Polar,0,5.82122E+11,Private Sector,,,http://www.fundacionempresaspolar.org/ ; trade.nosis.com/es/ALIMENTOS-POLAR-COMERCIAL-C-A/148/228/p?cat=46038&query=Empresas%20Polar&pos=1#.U6jbtJRdUs9
VE-FET,FET,Caracas,Venezuela,1060,,"AVENIDA PRINCIPAL DE LA CASTELLANA., CENTRO LETONIA, TORRE ING BANK. PISO 14, OFI 145CENTRO LETONIA, TORRE ING BANK. PISO 14, OFI",0011I00000cikZCQAY,,Foundation,Fundación Esteban Torbar,0,5.82123E+11,Private Sector,,,http://www.fet.org.ve/
VE-FFA,Fe y Alegria,Caracas,Venezuela,1010A,,"Edf. Centro Valores, piso 7, Esq. Luneta, Parroquia AltagraciaParroquia Altagracia. Caracas",0011I00000cikKOQAY,,,"Fundacion Fe y Alegria, Venezuela",0,5.82126E+11,Private Sector,,,http://ve.feyalegria.org/en
VE-FONDONORMA,FONDONORMA,Caracas,Venezuela,1060,,"Av. Libertador, Multicentro Empresarial del Este, Edf. Libertador, Nucleo A piso 1, ChacaoNucleo A piso 1, Chacao",0011I00000cikBNQAY,Business Association/Chamber,Business,"Fondo para la Normalizacion y Certificacion de Calidad, Venezuela",0,5.82122E+11,Mixed,,,www.fondonorma.org.ve
VE-FUDEP,,Caracas,Venezuela,1030,,"5TA. AVENIDA NUEVA CARACAS, PEREZ BONALDE, ENTRE ARGENTINA Y BRASILBONALDE,ENTRE CALLES ARGENTINA Y BASIL",0011I00000cik6dQAA,,,Fundacion para el Desarrollo de la Economia Popular,0,5.82129E+11,Private Sector,,,http://www.fudep.org/
VE-FUNDACEA,FUNDACEA,Caracas,Venezuela,1050,,"Andrés Bello, 142 E, 14º Torre Este, Urb. MaripetezPISO 8 OFICINA 806, LOS PALOS GRANDES",0011I00000cikRgQAI,,,Fundacion Colegio Experimental de Agric.del Mundo Unido Simon Bolivar,0,5.82128E+11,Private Sector,,,http://www.venezuelasinlimites.org/Paginas/_PublicODS.aspx?ods_id=31
VE-FUNDES,,Caracas,Venezuela,1060,,"Av. Francisco de Miranda, Torre Provincial A  Mezzanina Chacao, Estado Miranda",0011I00000cijyyQAA,,,Fundacion para el Desarrollo Sostenible de Venezuela,0,5.82123E+11,Private Sector,,,http://www.fundes.org/
VE-FUNDESOC,,,Venezuela,,,,0011I00000cijIMQAY,,,Fundacion para el Desarrollo Social,0,,,,,
VE-IDEAS,,Caracas,Venezuela,1050,,"AVENIDA VENEZUELA, CC EL RECREO, TORRE S, UR MOVILNET, PISO 18, BELLO MONTEUR MOVILNET, PISO 18",0011I00000cikKQQAY,,,Fundacion Ideas,0,5.82127E+11,Private Sector,,,http://www.iadb.org/mobile/projects/project.cfm?id=VE-M1008&lang=en
VE-INAESIN,INAESIN,Caracas,Venezuela,,,"Edificio Torre Los Caobos. Mezzanina. , Avenida Este 2. Los CaobosAvenida Este 2. Los Caobos . Caracas",0011I00000cikIkQAI,,Academic Institution,Instituto de Altos Estudios Sindicales,0,5.82126E+11,Private Sector,,,
VE-INFOEM,,Caracas,Venezuela,,,"Urbanización Terrazas del Ávila, Zona Rental Universidad Metropolitana, Edificio Andrés Germán Otero, Piso 2, Oficina 2, Sede INFOEM - FIM,NA, EDIFICIO ANDRES GERMAN OTERO, PISO 2",0011I00000cikKPQAY,,Academic Institution,Instituto Internacional de Formacion Empresarial,0,5.80212E+12,Private Sector,,,http://www.infoem.com.ve/
VE-PARIA,,Caracas,Venezuela,,,"EDIFICIO GALERIAS BOLIVAR, OFICINA 22- ABOULEVARD DE SABANA GRANDE",0011I00000cikKCQAY,,,Fundacion Proyecto Paria,0,7637328,Private Sector,,,
VE-PROCOMPE,PROCOMPETENCIA,Caracas,Venezuela,1010,,"Av. Lecuna, Parque Central, Torre Oeste, Piso 70800-72268253",0011I00000cikHvQAI,,Government,Superintendencia para la Promocion y Proteccion de la Libre Competencia,0,80072268253,Public Sector,,,http://www.procompetencia.gob.ve/
VE-SIACE,SIACE,Maracaibo,Venezuela,,,"Av. 4, Belle Vista, Centro Comercial Costa Verde, Local PA - 11.Local PA-11. Maracaibo",0011I00000cikKAQAY,,,Fundacion para el Servicio Integrado de Atencion al Ciudadano Empresario,0,2614005600,Private Sector,,,http://www.siace.gob.ve
VE-UCAT,UCAT,San Cristóbal,Venezuela,5001,,Barrio Obrero Calle 14 con Carrera 14.Venezuela,0011I00000cikKRQAY,,Academic Institution,Universidad Católica del Táchira,0,5.82763E+11,Private Sector,,,www.ucat.edu.ve
VE-XUNICAB,,Caracas,Venezuela,,,"AV. UNIVERSIDAD, ESQ. EL CHORRO, CARACAS 1010, VENEZUELCARACAS 1010, VENEZUEL",0011I00000cikYEQAY,,Financial Institution,Banesco Banco Universal,0,,Private Sector,,,ttp://www.banesco.com
,,,United States,,,,0011I00000CBPjdQAH,,,General Public,2,,,,,
,,New York,United States,10017,New York,350 Madison Avenue,0011I00000cikYeQAI,,International Organization / Program,World Economic Forum,0,+1 212 7032300.,Public Sector,,,www.weforum.org
,,Las Condes,Chile,,Región Metropolitana de Santiago,"481 Nueva Tajamar, Torre Norte, Piso 12, (Edificio World Trade Center), Las Condes, Santiago",0011I00000cikYfQAI,,Diplomatic Representation,"Embajada de Canadá, Chile",0,56224313700,Public Sector,,,www.canadainternational.gc.ca
,,,Uruguay,,,,0011I00000cinGkQAI,,Academic Institution,Academia De Economía,1,,,,,
,,,Uruguay,,,,0011I00000cinJFQAY,,Academic Institution,Academia Nacional De Ingeniería Uruguay,0,,,,,
,,Montevideo,Uruguay,11200,,Av. 18 De Julio 2175 (Piso 5),0011I00000cinJGQAY,,Academic Institution,"Academia Nacional De Medicina, Uruguay",0,598 2408 41 03,,,,https://www.anm.org.uy/
,,,Uruguay,,,,0011I00000cinJJQAY,,Academic Institution,Centro Latinoamericano de Economía Humana,0,,,,,
,,,Uruguay,,,,0011I00000cinJKQAY,,Academic Institution,Centro Multidisciplinario De Diagnostico,0,,,,,
,IEEM,Montevideo,Uruguay,11600,,Lord Ponsomby 2530,0011I00000cinJNQAY,University,Academic Institution,Escuela De Negocios Universidad De Montevideo,0,(+598) 2709 7220,Private Sector,,,http://www.ieem.edu.uy/
,,,Uruguay,,,,0011I00000cinJOQAY,,Academic Institution,Facultad De Agronomía,0,,,,,
,,,Uruguay,,,,0011I00000cinJQQAY,,Academic Institution,Facultad De Veterinaria,0,,,,,
,PROVIDENCIA,Montevideo,Uruguay,,,,0011I00000cinJRQAY,,Academic Institution,Liceo Providencia,0,(+598) 2314 2426,,,,http://www.providencia.org.uy/
,,,Uruguay,,,,0011I00000cinJTQAY,,Academic Institution,Pedeciba,0,,,,,
,,,Uruguay,,,,0011I00000cinJUQAY,,Academic Institution,School Of Engineering,0,,,,,
,,Montevideo,Uruguay,11600,,"Dr Prudencio de Pena 2544,",0011I00000cinJXQAY,,Academic Institution,Universidad De Montevideo,0,+598 2707 44 61,Private Sector,,,www.um.edu.uy
,ORT,,Uruguay,,,,0011I00000cinJYQAY,,Academic Institution,Universidad ORT Uruguay,0,,,,,
,,,Uruguay,,,,0011I00000cinJaQAI,,Business,Anii,0,,,,,
,,,Uruguay,,,,0011I00000cinJbQAI,,Business,ANTEL,0,,,,,
,,,Uruguay,,,,0011I00000cinJcQAI,,Business,Aprendizaje Diferente,0,,,,,
,,,Uruguay,,,,0011I00000cinJdQAI,,Business,Armorbionics,0,,,,,
,,Montevideo,Uruguay,11300,,,0011I00000cinJeQAI,,Business,Bankingly,0,+598 2929 16 16,Private Sector,,,www.bankingly.com
,,,Uruguay,,,,0011I00000cinJfQAI,,Business,Bantotal,0,,,,,
,BSE,,Uruguay,,,,0011I00000cinJgQAI,,Business,Banco de Seguros del Estado,0,,,,,
,,,Uruguay,,,,0011I00000cinJhQAI,,Business,Catastro,0,,,,,
,,,Uruguay,,,,0011I00000cinJiQAI,Research Center,Academic Institution,Ced - Centro De Estudios Para El Desarrollo,0,,Private Sector,,,
,,,Uruguay,,,,0011I00000cinJjQAI,,Business,Cedlas-Unlp,0,,,,,
,,Montevideo,Uruguay,,,Piso 4 Oficina 412,0011I00000cinJkQAI,,Business,Centro De Estudios Fiscales,0,+598 2901 6921,,,,https://cef.org.uy/
,,,Uruguay,,,,0011I00000cinJlQAI,,Business,Chipsafer,0,,,,,
,CLAEH,,Uruguay,,,,0011I00000cinJmQAI,,Business,CLAEH Universidad,0,,,,,
,,,Uruguay,,,,0011I00000cinJnQAI,,Business,Clara (Cooperación Latinoamericana De Redes Avanzadas),0,,,,,
,,,Uruguay,,,,0011I00000cinJoQAI,,Business,Contaduría General De La Nación,0,,,,,
,,,Uruguay,,,,0011I00000cinJpQAI,,Business,D.local,0,,,,,
,,,Uruguay,,,,0011I00000cinJqQAI,,Business,DESEM Jóvenes Emprendedores,0,,,,,
,,,Uruguay,,,,0011I00000cinJrQAI,,Business,Drone.uy,0,,,,,
,,,Uruguay,,,,0011I00000cinJsQAI,,Business,Dvelop,0,,,,,
,,,Uruguay,,,,0011I00000cinJtQAI,,Business,Energía Y Transporte Ingenieros Consultores,0,,,,,
,,,Uruguay,,,,0011I00000cinJuQAI,,Business,Escribana,0,,,,,
,FCEA,,Uruguay,,,,0011I00000cinJvQAI,,Business,Facultad de Ciencias Económicas y Administración,0,,,,,
,,,Uruguay,,,,0011I00000cinJwQAI,,Business,Facultad De Ciencias Sociales,0,,,,,
,,,Uruguay,,,,0011I00000cinJxQAI,,Business,Fiscalía General De La Nación,0,,,,,
,,,Uruguay,,,,0011I00000cinJyQAI,,Business,Fuerza Aerea Uruguaya,0,,,,,
,,,Uruguay,,,,0011I00000cinJzQAI,,Business,Genexus,0,,,,,
,,,Uruguay,,,,0011I00000cinK0QAI,,Business,Gps Gay,0,,,,,
,,,Uruguay,,,,0011I00000cinK1QAI,,Business,Ieem,0,,,,,
,,,Uruguay,,,,0011I00000cinK2QAI,,Business,Inefop,0,,,,,
,,,Uruguay,,,,0011I00000cinK3QAI,,Business,Infocorp,0,,,,,
,,,Uruguay,,,,0011I00000cinK4QAI,,Business,Intendencia De Montevideo,0,,,,,
,,,Uruguay,,,,0011I00000cinK5QAI,,Business,Internet Society,0,,,,,
,,,Uruguay,,,,0011I00000cinK6QAI,,Business,Lacnic,0,,,,,
,,,Uruguay,,,,0011I00000cinK7QAI,,Business,Larctest,0,,,,,
,,,Uruguay,,,,0011I00000cinK8QAI,,Business,Lic. Cs Biológicas - Latu,0,,,,,
,,,Uruguay,,,,0011I00000cinK9QAI,,Business,Madame Hibou,0,,,,,
,,,Uruguay,,,,0011I00000cinKAQAY,,Business,Mgap,0,,,,,
,,,Uruguay,,,,0011I00000cinKBQAY,,Business,Mides,0,,,,,
,,,Uruguay,,,,0011I00000cinKCQAY,,Business,Obra Padre Cacho,0,,,,,
,,,Uruguay,,,,0011I00000cinKDQAY,,Business,Organismo Uruguayo De Acreditación,0,,,,,
,,,Uruguay,,,,0011I00000cinKEQAY,,Business,Paganza,0,,,,,
,,,Uruguay,,,,0011I00000cinKFQAY,,Business,Paricor S.a.,0,,,,,
,,,Uruguay,,,,0011I00000cinKGQAY,,Business,Parlamento Latinoamericano Y Caribeño,0,,,,,
,,,Uruguay,,,,0011I00000cinKHQAY,,Business,Parque Tecnológico Del Latu,0,,,,,
,,,Uruguay,,,,0011I00000cinKIQAY,,Business,Presidencia del Uruguay,0,,,,,
,,,Uruguay,,,,0011I00000cinKJQAY,,Business,Quanam,0,,,,,
,,Montevideo,Uruguay,11200,,Maldonado  1868,0011I00000cinKKQAY,,,Socialab,1,,Private Sector,,,https://socialab.com/uy/
,,Montevideo,Uruguay,11300,,Francisco García Cortina 2365,0011I00000cinKLQAY,,Business,Sofis Solutions,0,(598) 27168933/34,,,,http://www.sofis-solutions.com
,,Montevideo,Uruguay,11300,,L.. A de Herrera 1248 Torre 1 of. 808,0011I00000cinKMQAY,,Business,Tecno Group,0,+598 2622 77 00,Private Sector,,,www.tecnogroup.com.uy
,,,Uruguay,,,,0011I00000cinKNQAY,,Business,Thaleslab,0,,,,,
,,,Uruguay,,,,0011I00000cinKOQAY,,Business,The Software Evolution,0,,,,,
,,,Uruguay,,,,0011I00000cinKPQAY,,Business,Thechemistlook,0,,,,,
,,Montevideo,Uruguay,11300,,Pedro F. Berro 1315,0011I00000cinKQQAY,Consulting Firm,Business,Tokai Ventures,0,+598 2707 42 74,Private Sector,,,www.tokaiventures.com
,,,Uruguay,,,,0011I00000cinKRQAY,,Business,Transforma Uruguay,1,,,,,
,,,Uruguay,,,,0011I00000cinKSQAY,,Business,Xcala,0,,,,,
,,,Uruguay,,,,0011I00000cinKTQAY,,,Adesem,0,,,,,
,,,Uruguay,,,,0011I00000cinKUQAY,,,Atelier Carlos Paez Vilaró,0,,,,,
,,,Uruguay,,,,0011I00000cinKVQAY,,,Bensadoun-Laurent,0,,,,,
,,,Uruguay,,,,0011I00000cinKWQAY,,,Bgood,0,,,,,https://bgood.life/
,,,Uruguay,,,,0011I00000cinKXQAY,,,Bnai Brith Uruguay,0,,,,,
,,,Uruguay,,,,0011I00000cinKYQAY,,,Cámara De Zonas Francas Del Uruguay,0,,,,,
,,,Uruguay,,,,0011I00000cinKZQAY,,,Central Lanera Uruguaya,0,,,,,
,,,Uruguay,,,,0011I00000cinKaQAI,,,Centro Proteccion De Choferes,0,,,,,
,,,Uruguay,,,,0011I00000cinKbQAI,,,Deutsch-Uruguayische Industrie-Un-D Handelskammer,0,,,,,
,,,Uruguay,,,,0011I00000cinKcQAI,,,Indra,0,,,,,
,,,Uruguay,,,,0011I00000cinKdQAI,,,Konrad Adenauer Stiftung,0,,,,,
,OMEU,Montevideo,Uruguay,11400,,Av. Gral. Paz 1481,0011I00000cinKeQAI,,,Organización de Mujeres Empresarias del Uruguay,0,+598 96 129 700   +598 97 990 059,Private Sector,,,www.omeu.org.uy
,,,Uruguay,,,,0011I00000cinKfQAI,,,Pro Mujer,0,,,,,
,,,Uruguay,,,,0011I00000cinKgQAI,,Diplomatic Representation,Cámara De Comercio Suizo-Uruguaya,0,,,,,
,,,Uruguay,,,,0011I00000cinKhQAI,,Diplomatic Representation,Consejero Economicoy Comercial De España,0,,,,,
,,,Uruguay,,,,0011I00000cinKiQAI,,Diplomatic Representation,Consulado General Honorario De Noruega,0,,,,,
,,,Uruguay,,,,0011I00000cinKjQAI,,Diplomatic Representation,Cosulado Honorario De La República De Suriname,0,,,,,
,,,Uruguay,,,,0011I00000cinKkQAI,,Diplomatic Representation,Embajada De Brasil En Uruguay,0,,,,,
,,,Uruguay,,,,0011I00000cinKlQAI,,Diplomatic Representation,Embajada De Costa Rica En La República Oriental De Uruguay,0,,,,,
,,,Uruguay,,,,0011I00000cinKmQAI,,Diplomatic Representation,Embajada De Costa Rica En Uruguay,0,,,,,
,,,Uruguay,,,,0011I00000cinKnQAI,,Diplomatic Representation,Embajada De Ecuador En Uruguay,0,,,,,
,,Montevideo,Uruguay,,,Calle Libertad 2738,0011I00000cinKoQAI,,Diplomatic Representation,Embajada De España,0,,,Alliance;Donor,,http://www.exteriores.gob.es/embajadas/montevideo/es/Paginas/inicio.aspx
,,Montevideo,Uruguay,,,Calle Libertad 2738,0011I00000cinKpQAI,,Diplomatic Representation,Embajada De España En Uruguay,0,(+598) 2708.60.10,,,,http://www.exteriores.gob.es/Embajadas/Montevideo/es/Paginas/inicio.aspx
