ACRNM__C,ABBREVIATION__C,BILLINGCITY,BILLINGCOUNTRY,BILLINGPOSTALCODE,BILLINGSTATE,BILLINGSTREET,,CREATEDBYID,CREATEDDATE,DESCRIPTION,INSTITUTION_SUB_TYPE__C,INSTITUTION_TYPE__C,LASTMODIFIEDBYID,LASTMODIFIEDDATE,NAME,OPPORTUNITIES__C,PHONE,PUBLIC_PRIVATE_SECTOR__C,RELATIONSHIP_WITH_THE_BANK__C,TYPE,WEBSITE
UR-DELOITTE,,Montevideo,Uruguay,11000,,Cerrito 420 Piso 7,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,,External Auditors,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Deloitte S.c.,0,+298 2916 07 56,Private Sector,,,www.deloitte.com
UR-DGC,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Direccion General De Comercio,0,,Private Sector,,,
UR-DGI,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Direccion General Impositiva,0,,,,,
UR-DIFEBAL,,,Uruguay,,,Dr. Alejandro Schroeder 6537,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Difebal S.a.,0,,Private Sector,,,
UR-DINACIA,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,"Direccion Nacional De Aviavion Civil E Infraestructura Aeronautica, Uruguay",0,,,,,
UR-DINAMA,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Direccion Nacional Del Medio Ambiente,0,,,,,
UR-DINAPYME,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,"Direccion Nacional De Artesanias, Pequenas Y Medianas Empresas",0,,Private Sector,,,
UR-DIPRODE,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Direccion De Proyectos De Desarrollo,0,,,,,
UR-DNA,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Direccion Nacional De Aduanas,0,,,,,
UR-DNE,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Direccion Nacional De Energia,2,,,,,
UR-DNV,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Direccion Nacional De Vialidad,0,,,,,
UR-DOVAT,,,Uruguay,,,Sarandi 693 Piso 3,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,,External Auditors,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,"Dovat, Carriquiry & Asociados Sociedad De Hecho",0,,,,,
UR-ECBUMVB,,,Uruguay,,,Sarandi Y Juncal 700,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,Disbursement Bank,Financial Institution,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Exprinter (Uruguay) S.a.,0,,,,,
UR-EFC,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,"Establecimientos Frigorificos Del Cerro, S.a.",0,,Private Sector,,,
UR-EIU,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:38:01.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:29.000Z,"The Endeavor Initiative, Inc. , Endeavoruruguay",0,,Private Sector,,,
UR-EL ABROJO,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:38:01.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,"Instituto De Educación Popular ""El Abrojo""",0,,Private Sector,,,
UR-ELCS,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,,Academic Institution,0051I000004QJ2KQAW,2019-06-14T19:47:23.000Z,Escuela De Lecheria De Colonia Suiza,0,,,,,
UR-EMPRETEC,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Asociacion Empretec Uruguay,0,,Private Sector,,,
UR-ESTANCIAS,,,Uruguay,,,"Plaza Cagancha 1145, Piso 7",,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Estancias Del Lago S.r.l.,0,,Private Sector,,,
UR-EY,,,Uruguay,,,Tel. 923147 Fax. 921331,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,,External Auditors,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Ernst&young Uruguay,0,,,,,
UR-FAGRO,,,Uruguay,,,Avenida Garzón 780,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,,Academic Institution,0051I000004QJ2KQAW,2019-06-14T19:47:23.000Z,"Facultad De Agronomía, Universidad De Larepública",0,35 95478,,,,
UR-FAMSUDP,,,Uruguay,,,Mataojo 2020 - Cp 11400,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Fundacion Amsud-Pasteur,0,598-2-5220910 X109,Private Sector,,,
UR-FAU,,,Uruguay,,,Iturriaga 3379,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,,Foundation,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Fundación Asturias-Uruguay,0,(598) 2622-3096,,,,
UR-FBU,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,,Foundation,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Fundacion Braille Del Uruguay,0,,,,,
UR-FCEFIR,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,,Foundation,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,"Fundacion Cefir, Uruguay",0,,,,,
UR-FEMI,,,Uruguay,,,Cufre 1781,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Federación Médica Del Interior,0,5982-400-5835,,,,
UR-FF,FORGE,Montevideo,Uruguay,,,Convención 1379,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,,Foundation,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Fundacion Forge,0,59 8 2908 0774,,,,http://fondationforge.org/tag/uruguay/
UR-FGM,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,,Foundation,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Fundación Gastesi Martinicorena,0,,,,,
UR-FGR,,,Uruguay,,,26 De Marzo 3454. Of 102 Cp 11300,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,,Foundation,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Fundación Gonzalo Rodríguez,1,598 2628 8815,,,,
UR-FICOARIAS,,,Uruguay,,,Palacio De La Luz - Paraguay 2431 - Piso,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Fideicomiso Colonia Arias S.a.,0,,Private Sector,,,
UR-FINGANO,,,Uruguay,,,"Ruta 101 Km 19,950 (14000)",,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Fingano S.a.,0,,Private Sector,,,
UR-FJR,,,Uruguay,,,Benito Nardone 2310,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,,Foundation,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Fundación Julio Ricaldoni,0,(+598) 2712 4691,,,,http://www.ricaldoni.org.uy/
UR-FNBBMVB,,,Uruguay,,,Zabala 1463,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,Disbursement Bank,Financial Institution,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Banco Itau Uruguay S.a.,0,,,,,
UR-FOEB,,,Uruguay,,,Calle Abayubá Nro. 2832,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,,Foundation,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Federación De Obreros Y Empleados De La Bebida,0,+(598) 22030256,,,,
UR-FORGEU,,Montevideo,Uruguay,111000,,Convención 1379,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,Foundation,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Fondation Forge,0,+598 2908 0774,Private Sector,Alliance,,http://fondationforge.org/tag/uruguay/
UR-FUAAM,,,Uruguay,,,Mercedes 1001,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,,Foundation,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Fundacion Uruguaya De Ayuda Y Asistenciaa La Mujer,0,,,,,
UR-FUAG,,,Uruguay,,,Michigan 1710,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,,Foundation,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Fundación A Ganar,0,+598 2614 2368/69,,,,
UR-FUCAC,,,Uruguay,,,Bulevar Artigas 1472,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Federacion Uruguaya De Cooperativas De Ahorro Y Credito (Fucac),0,,Private Sector,,,
UR-FUCEREP,,Montevideo,Uruguay,111000,,Colonia 963 Esq.,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,,Financial Institution,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Fucerep,0,598 - 2900 23 28,Private Sector,,,www.fucerep.com.uy
UR-FUCREA,,,Uruguay,,,Jackson 1127,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,Foundation,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,La Federación Uruguaya De Los Grupos Crea,0,59824111937,,,,
UR-FUNDAJOVEN,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,,Foundation,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,"Fundacion De Fomento Juvenil, Uruguay",0,,,,,
UR-FUNDASOL,FUNDASOL,Montevideo,Uruguay,11300,,Bv. Artigas 1165,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,"La FUNDACIÓN URUGUAYA DE COOPERACIÓN Y DESARROLLO SOLIDARIOS (FUNDASOL), es una fundación constituida el 21 de diciembre de 1979. Obtuvo su personería jurídica del Poder Ejecutivo de la República Oriental del Uruguay el 1º de Julio de 1980. Sus fundadores son instituciones del Sector Social de la Economía:

Central Lanera Uruguaya (C.L.U.)
Comisión Nacional de Fomento Rural (C.N.F.R.)
Federación de Cooperativas de Producción del Uruguay (F.C.P.U.)
Manos del Uruguay.
FUNDASOL es socia de ANONG (Asociación Nacional de Organizaciones no Gubernamentales), de OIKOCREDIT (Sociedad Cooperativa Ecuménica de Desarrollo), e integrante de la Red Propymes.",,Foundation,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Fundacion Uruguaya De Cooperacion Y Desarrollo Solidarios,0,+598 2400 2020,Private Sector,,,http://www.fundasol.org.uy/
UR-FVERITAS,,,Uruguay,,,"Av. 8 De Octubre 2738, Casi Garibaldi",,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,Foundation,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Fundacion Veritas,0,487-2717,,,,
UR-FVSA,,,Uruguay,,,Colonia 993 6to. Piso,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,"Fingano Y Vengano, S.a.",0,,Private Sector,,,
UR-FZA,,,Uruguay,,,Ruta 8 Km. 17.5 Cp,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,Foundation,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,"Fundación Zonamerica, S.a.",0,518 - 2000,,,,
UR-GASA-RN,,,Uruguay,,,Artemio Correa 436,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Grupo De Accion Social Y Ambientalista Rio Negro,0,066 43836,,,,
UR-GDFPR,,,Uruguay,,,"Constituyente 1467, Oficina 902,",,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Giacote Dicano Fenima Petilcoran Raditon,0,0,Private Sector,,,
UR-GIROCANTEX,,,Uruguay,,,"Rincón 602, 6th Floor",,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Girocantex S.a.,0,(+598) 2915-6917,Private Sector,,,
UR-GRANT THORNTON,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,,External Auditors,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Grant Thornton Uruguay,0,,,,,
UR-GTS URUGUAY SC,,,Uruguay,,,Luis Alberto De Herrera 1052 Oficina 140,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,,External Auditors,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Gts Uruguay Sociedad Civil,0,,,,,
UR-GUPECA,,,Uruguay,,,Canelones 1164,,0051I000000Pt9NQAS,2018-10-04T15:38:01.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Grupo Uruguayo Para El Estudio Y Conservacion De Las Aves,0,(598) 2902 86 42,Private Sector,,,
UR-HBUAMVB,,,Uruguay,,,Julio Herrera Y Obes 1365,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,Disbursement Bank,Financial Institution,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Banco Santander Mont.(fmr Abn Amro),0,,,,,
UR-HNR,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:38:01.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Hospital Nacional De Rehabilitacion,0,,Private Sector,,,
UR-IADBMVR,,,Uruguay,,,*,,0051I000000Pt9NQAS,2018-10-04T15:41:16.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:29.000Z,Oficina Del Banco En Uruguay,0,,,,,
UR-ICA,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,International Organization / Program,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Instituto Para La Conectividad En Las Américas,0,,,,,
UR-ICD,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:38:01.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Instituto De Comunicación Y Desarrollo,0,,Private Sector,,,
UR-IDDR,,,Uruguay,,,"25 De Mayo 3242, Esquina 18 De Julio",,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Intendencia Departamental De Rio Negro,0,59821935,,,,
UR-IDPD,,,Uruguay,,,Rincón 518,,0051I000000Pt9NQAS,2018-10-04T15:38:01.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Institucion De Promocion De Inversiones Y Exportaciones,0,+(598) 2915 3838,Private Sector,,,
UR-IDRC,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,,Academic Institution,0051I000004QJ2KQAW,2019-06-14T19:47:23.000Z,Centro Internacional De Investigaciones Para El Desarrollo,0,,,,,
UR-IDRN,,,Uruguay,,,25 De Mayo 3242,,0051I000000Pt9NQAS,2018-10-04T15:38:01.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:29.000Z,Intendencia De Río Negro,0,1935,,,,http://www.rionegro.gub.uy/
UR-IICA,,,Uruguay,,,Luis P. Piera 1992/3,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,International Organization / Program,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Instituto Interamericano De Cooperación Para La Agricultura,0,(+598) 24101676,,,,
UR-IIN,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,International Organization / Program,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Instituto Interamericano Del Nino,0,,,,,
UR-IKOLPING,,,Uruguay,,,Br. Artigas 2714 Cp11.600,,0051I000000Pt9NQAS,2018-10-04T15:38:01.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Institucion Kolping S.a.,0,5982-580-6414,Private Sector,,,
UR-IM,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:38:01.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:29.000Z,Intendencia De Maldonado,0,,,,,
UR-IMM,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Intendencia Municipal De Montevideo,0,1950- 3480,,,,
UR-IMU,,,Uruguay,,,Avenida 18 De Julio 1360,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,"Intendencia De Montevideo, Divsión De Relaciones Internacionales Y Cooperación",0,1950 2101,,,,
UR-INAU,,,Uruguay,,,Piedras 482,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Instituto Del Niño Y Del Adolescente,0,(00598) 29157317,,,,
UR-INAVI,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Instituto Nacional De Vitivinicultura,0,,,,,
UR-INE,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Instituto Nacional De Estadistica,0,,,,,
UR-INIA,INIA,Montevideo,Uruguay,11300,,Andes 1365 P.12,,0051I000000Pt9NQAS,2018-10-04T15:38:01.000Z,"Misión
Generar y adaptar conocimientos y tecnologías para contribuir al desarrollo sostenible del sector agropecuario y del país, teniendo en cuenta las políticas de Estado, la inclusión social y las demandas de los mercados y de los consumidores.",Research Center,Academic Institution,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Instituto Nacional De Investigación Agropecuaria,1,+598 2902 0550,Private Sector,,,www.inia.uy
UR-INJU,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Instituto Nacional Para La Juventud,0,,,,,
UR-INSTPROECOSOCUR,IPRU,,Uruguay,11200,,"Colonia 2069 
Casilla De Correo 10690, Dist. 1",,0051I000000Pt9NQAS,2018-10-04T15:38:01.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Instituto De Promocion Economico Social Del Uruguay,0,+598 2408 38 35,Private Sector,,,www.ipru.edu.uy
UR-INTERBIL,,,Uruguay,,,General Flores 306 Apto. 303,,0051I000000Pt9NQAS,2018-10-04T15:38:01.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Interbil S.a.,0,59808008619,Private Sector,,,
UR-IPA,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:38:01.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Instituto Plan Agropecuario,0,,Private Sector,,,
UR-IPMONT,,,Uruguay,,,Mataojo 2020,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,Foundation,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Institut Pasteur De Montevideo,1,+(598) 2522 0910,,,,http://pasteur.uy/
UR-JSF,,,Uruguay,,,Plaza Independencia 811,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Jacinta Solar Farm S.r.l.,0,,,,,
UR-KPMG,,Montevideo,Uruguay,11100,,Plaza de Cagancha 1335 Piso 7,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,,External Auditors,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Kpmg Uruguay Ltda.,0,+298 2902 45 46,Private Sector,,,https://home.kpmg/uy/es/home.html
UR-LAKLER,,,Uruguay,,,Juncal 1392,,0051I000000Pt9NQAS,2018-10-04T15:38:01.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Lakler S.A.,0,81-3-3587-7496,Private Sector,,,
UR-LATU,LATU,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:38:01.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Laboratorio Tecnologico Del Uruguay,0,,Private Sector,,,
UR-LIDECO,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:38:01.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Liga De Defensa Comercial,0,,Private Sector,,,
UR-LOYDMVB,,,Uruguay,,,Zabala 1500,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,Disbursement Bank,Financial Institution,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Lloyds Tsb Bank Plc,0,,,,,
UR-MANOS,,,Uruguay,,,Reconquista #616,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,"Manos del Uruguay es una organización sin fines de lucro formada por cooperativas que producen en forma artesanal, que trabaja con mujeres que se encuentran en zonas rurales de Uruguay, para el fomento de su trabajo desde el año 1968",,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Asociacion Civil Manos Del Uruguay,0,+598 2 400 48 39,Private Sector,,,www.manos.com.uy
UR-MARIA MARTINEZ,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,,External Auditors,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,María Beatriz Martínez,0,,,,,
UR-MDEBMVB,,,Uruguay,,,Misiones 1399,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,Disbursement Bank,Financial Institution,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Banco De Montevideo,0,,,,,
UR-MEC,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,Ministry / Secretariat,Government,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Ministerio De Educacion Y Cultura,0,,,,,
UR-MEF,,,Uruguay,,,"Colonia 1089, Piso 3",,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,Ministry / Secretariat,Government,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Ministerio de Economia y Finanzas,1,9722411543,,,,
UR-MGAP,MGAP,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,Ministry / Secretariat,Government,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,"Ministerio de Ganadería, Agricultura y Pesca",1,,,,,
UR-MI,,,Uruguay,,,Mercedes 993,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,Ministry / Secretariat,Government,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Ministerio Del Interior,0,,,,,
UR-MICROFIN,,,Uruguay,,,Asilo 3095,,0051I000000Pt9NQAS,2018-10-04T15:38:01.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Microfinanzas Del Uruguay S.a.,0,,Private Sector,,,
UR-MIDES,MIDES,Montevideo,Uruguay,11200,,1453 Avenida 18 de Julio,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,Ministry / Secretariat,Government,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Ministerio De Desarrollo Social,0,8007263,Public Sector,,,http://www.mides.gub.uy
UR-MIE,MIEM,Montevideo,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,Ministry / Secretariat,Government,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,"Ministerio de Industria, Energia y Mineria",0,(+598) 2840 1234,,,,http://www.miem.gub.uy/
UR-MJA,,,Uruguay,,,Rincon 422 P. Baja,,0051I000000Pt9NQAS,2018-10-04T15:38:01.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Movimiento De La Juventud Agraria,0,,Private Sector,,,
UR-MM&A,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,,External Auditors,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Mm&a-Mazars,0,,,,,
UR-MONTALDO,RSM Uruguay,Montevideo,Uruguay,11100,,Plaza Cagancha 1145 piso 6,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,"RSM Uruguay,  una firma que brinda servicios de contabilidad, auditoría, consultoría e impuestos a clientes locales e internacionales del sector público y privado. En RSM Uruguay contamos con un equipo de más de ciento treinta integrantes que nos permite asegurar una atención personalizada y responder de manera ágil, efectiva y precisa.",,External Auditors,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Montaldo & Asociados - Representante De RSM International,0,+598 2903 03 13,Private Sector,,,www.rsm.uy
UR-MONTES,,Montevideo,Uruguay,11300,Montevideo,"Luis Alberto De Herrera 1248, Complejo W",,0051I000000Pt9NQAS,2018-10-04T15:38:01.000Z,,,,0051I0000044bmlQAA,2019-07-09T19:10:43.000Z,Montes Del Plata,0,27091653,Private Sector,,,
UR-MOORES,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:42.000Z,,,External Auditors,0051I000004QJ2KQAW,2019-06-14T19:47:25.000Z,Unity,0,,,,,
UR-MRE,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,Ministry / Secretariat,Government,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Ministerio De Relaciones Exteriores,0,2902 1010,,,,
UR-MSP,,MONTEVIDEO,Uruguay,,,18 De Julio 1892,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,Ministry / Secretariat,Government,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Ministerio De Salud Publica,0,,,,,
UR-MSU,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:38:01.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:29.000Z,"Municipalidad De Salto, Uruguay",0,,,,,
UR-MTD,MINTUR,Montevideo,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,Ministry / Secretariat,Government,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Ministerio De Turismo,0,(+598) 1885,,,,http://www.mintur.gub.uy/
UR-MTOP,,,Uruguay,,,,,0051I000000Pt9NQAS,2018-10-04T15:37:55.000Z,,Ministry / Secretariat,Government,0051I000004QJ2KQAW,2019-06-14T19:47:27.000Z,Ministerio De Obras Publicas,0,,,,,
